"Gene","Module","CSE.1","CSE.2","CSE.3","CZ.1","CZ.2","CZ.3","ESR.1","ESR.2","ESR.3","BETL.1","BETL.2","BETL.3","AL.1","AL.2","AL.3","EMB.1","EMB.2","EMB.3","NU","PC","PE","PED"
"AC197056.3_FG002","M15",2.87666,0,1.11937,3.05105,1.93075,0,15.1276,8.92011,4.53622,12.6913,1.31446,6.61255,6.14817,1.33517,0,4.58763,2.63496,3.25604,0,1.77013,0,3.12022
"AC197118.3_FG005","M4",2.63191,2.21e-10,2.30713,0.00123054,9.22e-06,5.1e-05,4.12286,1.52e-05,4.2e-17,0.565107,8.74e-16,5.25e-46,1.26e-07,0.266996,0.00504276,8.10583,5.55045,1.5797,18.043,1.36e-10,1.64159,1.71438
"AC197122.3_FG009","M11",0,0,0,0,2.87981,0,2.70217,1.67943,1.64869,0,0,0,0,0,0,0,0,0,0,8.27778,0,0
"AC197146.3_FG001","M9",7.02505,7.49035,9.51721,11.9875,12.1063,10.5658,3.87365,2.41723,3.70993,2.79533,1.83523,4.91686,13.2051,11.7819,13.8219,19.2426,15.3584,10.942,0,0,0,0.655408
"AC197146.3_FG002","M11",0,0,0.816331,0.708877,0,0,0,0,0.836855,0,0,0,0,0,0,0,0,0,0,10.6956,0,2.23363
"AC197150.3_FG003","M15",4.17e-16,0.755031,0.859416,2.68461,2.71783,0.940617,4.01815,6.85259,6.47413,1.28e-48,2.24635,3.18639,0.792941,1.06e-108,1.13021,0,0.353371,0,0.159927,0,7.93e-14,1.51e-16
"AC197265.3_FG005","M17",10.5448,3.64782,6.54516,6.6441,13.1814,8.10807,3.59782,6.02619,1.7107,0,0,0,0,2.93196,0,0,0,0,0,0,2.26794,0
"AC197355.3_FG001","M18",0,0,0,0,0,0,0,0,0,0,43.4571,38.2692,0,0,0,0,0,0,0,0,0,0
"AC197367.3_FG004","M9",0.000103403,0.00209518,7.86418,12.0273,9.78059,3.20036,17.2148,4.15486,0.0368363,9.15762,3.44516,7.52354,1.46389,9.58439,0.000409193,22.7173,2.63161,7.96785,0,0,0,0
"AC197387.3_FG004","M4",0,1.75579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.547,2.55893,0,0
"AC197481.3_FG002","M12",0,1.83609,0,0,0,0,2.71902,5.09483,3.33097,6.68034,0,0,10.0536,5.85656,0,3.7077,0,5.40227,4.20165,0,0,0
"AC197555.3_FG007","M4",1.19011,5.81238,0.890564,0,0.394942,0,0.670068,0.966778,0.482168,0,0,0,0,0,2.28152,1.63743,0,4.55606,4.71047,1.37919,0,0
"AC197578.4_FG001","M5",0.213779,0,0.0630297,0,0,0.288164,0,0.0788177,0.210524,0.153777,0,0,0,0.243447,0.112236,4.35432,2.40667,5.57907,0.282528,1.5005,9.165,5.52509
"AC197699.3_FG001","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4979
"AC197705.4_FG001","M10",346.9,498.213,767.23,95.9729,193.24,319.706,12.9736,8.64592,2.80882,13.2551,12.8463,15.0921,62.8465,90.7299,40.1933,314.051,187.33,247.566,54.1165,11.1966,7.64552,0
"AC197705.4_FG011","M8",0.922317,0.472414,0.317778,0.924513,0.65541,0.721414,0.704987,0.379519,0.194807,0.108863,0.22321,0.262747,1.36764,1.10949,0.564578,8.6235,1.11379,3.44402,0.708927,1.52169,1.45659,1.03791
"AC197721.3_FG001","M18",0,0,0,0,0,9.46572,0,0,0,27.05,6.49187,6.5582,0,3.31749,0,0,0,0,4.99439,0,0,0
"AC197758.3_FG004","M11",0,0,0,0.631109,0,0.860078,0,0,0,0.967917,0.753401,0.807609,0,0,0,0,0,0,0,1516.02,0,57.7658
"AC198028.3_FG001","M4",0,0,0,0,0,0,0.633549,0,0,0,1.07081,1.10408,0,0,0,0,0,0,83.5093,0,48.9272,4.88846
"AC198418.3_FG005","M7",2.51066,1.94027,1.07702,2.37604,2.80302,1.18121,1.40393,0.893667,1.32648,0.274142,0.0972279,0.357993,6.57848,5.18687,4.87887,11.3442,13.7839,8.19499,0.280067,0.184656,6.23895,2.96978
"AC198700.2_FG004","M18",0,0,0.763393,31.8059,83.6697,107.897,0.00107593,0.0223184,5.35919,90.3211,151.863,193.149,0,1.59e-05,0,0,1.47e-05,0,0,0,0,1.65e-06
"AC198781.3_FG014","M8",1.91382,0.678387,0.586627,0,0,0,1.64456,1.94928,1.25082,0,0,0,0,2.11773,2.12069,8.6287,1.49795,7.29028,0,0.935113,1.94839,5.40531
"AC198940.4_FG005","M18",0,0,0,0,0,0,0,0,0,46.7935,13.6312,7.31831,0,0,0,0,0,0,0,0,0,0
"AC198940.4_FG006","M4",0,0,0,0,0,0,0,0,0,0,0,0.785942,0,0,0,0,0,0,9.78006,1.9584,1.83143,8.96018
"AC199068.2_FG017","M5",0.6769,2.09253,0.341769,0,1.75935,0.895998,0,1.61661,1.40632,0,0,0,0,1.53216,1.73992,0,3.24497,3.88897,8.9065,1.18958,25.5064,20.9707
"AC199223.3_FG002","M4",0,0.414952,1.12071,0.788635,0.230428,1.18526,1.37601,3.6133,0.67623,0.252599,0.368952,1.22276,0.37784,0.929271,0.423577,1.37056,0,0,5.21363,0,0.979583,1.0097
"AC199363.4_FG003","M4",1.54455,5.91286,4.13619,6.85774,9.62919,2.11747,5.74022,5.28053,3.77479,3.32867,1.51081,2.50432,11.151,10.4213,4.0692,17.9289,9.39684,11.0379,38.7355,1.29638,10.4742,8.62469
"AC199363.4_FG004","M4",0,0,0,1.90053,0,1.92214,19.3619,8.56714,1.69324,8.22151,0,0,5.63657,3.7973,0,0,0,4.83798,12.0299,0,0,0
"AC199487.4_FG003","M6",0,5.49917,0,2.82772,2.10261,0,2.59122,0,0,0,0,0,0,2.75222,0,0,7.16465,8.83396,13.7726,3.37537,48.9808,16.326
"AC199487.4_FG004","M3",0,0,0,0,0,31.2666,2.62577,2.6319,0,13.355,0,3.41764,0,0,0,53.7576,14.8873,18.2482,0,7.07642,10.1771,50.7099
"AC199526.5_FG002","M6",47.0386,65.1149,79.3841,4.2278,9.32365,8.05592,27.9182,21.592,24.5343,1.67048,0,5.2768,238.301,151.95,297.044,9.13852,13.6404,8.12356,28.1685,105.313,305.622,125.228
"AC199577.4_FG004","M15",0,0,0,0,0,0,59.5354,103.064,37.0395,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC199771.4_FG001","M10",0,7.42133,8.07625,14.5202,4.39926,0,1.08488,3.14823,0,0,0,0,5.40708,6.01444,2.93835,0,0,0,0,0,0,0
"AC199820.4_FG006","M18",0,0.741704,0,0,0.588915,0.784132,0.533464,3.50869,2.70556,1200.17,429.813,651.904,0,1.5884,1.16149,0,0,0,0,4.03396,0,0
"AC199843.4_FG006","M11",0.598071,0.453743,0,0.824703,0.762998,0.476404,1.55245,3.86238,1.0597,2.96013,0.894296,0.829618,0.593331,0.250133,0.699499,3.04482,0.913659,1.06053,0.914349,27.212,0,0
"AC199843.4_FG009","M6",0,4.78,4.19529,0,3.68609,0,0,0,4.39136,0,5.17434,0,0,15.1145,14.4748,0,11.709,13.2578,90.9054,0,130.7,0
"AC199905.3_FG005","M15",0,0,0,0,1.54037,1.09968,1.23006,16.3903,0.874081,3.09147,1.11408,3.30001,0,0,0,0,0,2.54919,0,0,0,2.68135
"AC200057.4_FG007","M4",0,0.613226,2.61375,0.834044,1.0338,2.50349,4.09843,0.313134,2.21634,1.47554,2.26728,1.11732,1.60964,2.06309,2.00997,1.13939,1.31201,0,10.1042,0,1.48014,5.48602
"AC200063.3_FG003","M15",8.09965,2.6241,2.21426,19.1982,16.1677,5.3462,185.346,23.5216,19.976,29.632,41.7049,9.19777,34.0714,13.4113,23.5889,31.8939,6.59656,23.7482,6.33539,0,0,0
"AC200069.4_FG002","M15",0,5.77111,0,0,0,0,142.432,103.116,66.2822,0,0,0,0,0,0,7.13238,8.33391,0,0,0,11.5384,0
"AC200124.3_FG002","M18",0,0,0,0,0,0,0,0,0,14.2166,11.209,29.2113,0,0,0,0,0,0,0,0,0,0
"AC200203.2_FG007","M15",0,4.72145,4.05314,28.9939,28.5279,5.07361,94.586,47.1056,55.5996,23.7602,17.5779,55.7995,0,0,0,0,0,0,0,0,13.6486,0
"AC200300.3_FG002","M3",1.41e-05,0.000246061,0.00304927,0.000563926,0.000281775,8.39e-05,2.58e-05,5.05e-06,4.65621,0.000319383,0.000696492,0.606904,4.3e-05,1.48831,0.00161612,7.14253,0.000200511,10.8677,0.722781,0.000169208,1.26758,12.9279
"AC200557.3_FG001","M15",0,0,0,0,0,0,250.785,93.7824,100.667,0,0,0,0,0,0,0,0,0,0,4.63476,0,0
"AC200739.5_FG001","M18",0,0,0,0,0,0,0,0,0,17.999,22.1895,36.9293,0,0,0,0,0,0,0,0,0,0
"AC200852.4_FG010","M4",0,1.57168,0.469767,1.67391,1.29594,1.35413,2.4428,2.8813,0.999262,0,2.05946,0.951011,1.35528,2.03662,0,0.824402,2.04981,1.74335,8.93429,0,1.23112,2.82933
"AC200856.3_FG006","M8",0,0,0,3.35154,0,0,3.45482,0.634448,1.23429,2.47246,0,1.64055,0,0.68675,0,6.86288,1.36036,0,0,3.67393,0,0
"AC200874.4_FG003","M11",0,6.97e-139,1.12542,2.69348,0.525912,5.1e-217,1.32367,2.11063,0.553696,2.93548,2.39567,0.674029,1.5507,0.804375,4.22e-306,2.01e-42,2.6199,0,3.18e-141,7.91098,0,1.74e-171
"AC200879.4_FG004","M4",1.68048,0.973636,1.62e-21,1.71e-06,1.20183,0,2.28e-223,0.00135377,0,6.95e-13,4.66e-08,0,0.0492703,0,3.88e-17,1.31928,1.52374,0,4.32282,0,3.49697,1.84994
"AC201767.3_FG003","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0816,0,0
"AC201771.3_FG007","M2",1.33204,1.43387,0.818511,0.423319,2.30633,0.961534,1.84087,1.39078,2.54668,0,1.23858,1.1436,8.805,3.1035,5.14167,8.9805,12.0843,13.3579,0,0,1.23191,0
"AC202023.3_FG005","M15",5.83481,0,0,0,0.92233,0,3.27564,7.71165,2.20537,3.94106,0,0,3.17337,7.5982,1.81501,0,0,0,0,0,0,0
"AC202086.2_FG001","M8",2.56597,0,0.784523,1.60926,0,0,1.50921,0,0,0,0,1.08727,9.70061,1.88038,4.19154,72.6225,6.07942,14.2922,0,2.47993,15.6758,19.1702
"AC202107.3_FG001","M11",0,0,0,0,3.40962,1.20159,3.39262,0.984229,1.00902,0,3.78808,0,0,1.1292,3.32387,0,0,0,2.00771,10.5809,2.47291,0
"AC202172.3_FG004","M15",0,0,12.3298,10.8508,0,25.2755,11027.2,9247.29,7446.47,0,4.95597,5.24646,52.3746,0,0,61.82,38.396,74.6051,0,0,34.2673,0
"AC202185.4_FG004","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74e-06,0,17.3765
"AC202707.3_FG002","M17",5.148,2.27197,4.53098,13.2182,13.7053,7.71438,1.24865,1.22016,2.54257,9.4594,9.17349,8.11658,1.4246,1.35443,0.630393,0,0,0,1.30717,0.172744,0,1.51284
"AC202864.3_FG002","M11",0,3.52347,0,0,0.710554,0,8.05807,2.98348,4.07243,0,0,0,2.37854,4.85054,5.65085,7.17082,6.02714,2.40158,1.79164,65.5943,2.03532,0
"AC202911.3_FG002","M18",1.66852,2.10915,4.01798,16.4238,4.07974,2.42392,5.31365,4.34892,4.33278,22.1271,19.2095,16.2508,13.3622,8.57134,1.13715,7.93746,1.54655,7.45112,1.41389,0,0,0
"AC202915.3_FG002","M4",6.61991,5.75977,10.3485,12.1814,10.0942,12.9857,1.29365,1.46354,0,0,2.61513,3.64629,4.42058,1.83809,0,4.74839,5.49435,2.17277,417.196,34.8245,11.5821,42.2681
"AC202938.3_FG009","M3",0,0,0,0,0,0,3.29472,0,3.87984,0,0,20.0208,0,4.8691,0,0,0,0,0,0,0,15.7486
"AC203220.3_FG002","M4",18.2893,11.5188,14.8052,0,0,0,9.03129,0,1.47597,0,0,0,0,1.77437,2.61275,0,3.72456,0,30.2261,7.71102,0,13.4859
"AC203240.3_FG009","M3",0,2.11249,0,5.47659,3.29741,2.29672,17.1992,5.59451,12.8521,6.84905,6.83188,0,0,8.90558,6.59577,12.4686,14.9633,18.2845,31.9378,30.6244,23.9007,71.9026
"AC203294.3_FG012","M6",0,0,0,0,0,0,0,1.65961,0,0,0,0,0,0,0,0,0,4.77543,0,0,20.3123,0
"AC203352.3_FG006","M6",0,9.30672,0,4.46311,2.04699,1.67e-25,0.490797,0,1.18941,1.17979,1.54827,0.316534,1.73145,0.718035,0,0,1.70688,4.5535,4.75569,0,24.232,3.81271
"AC203365.3_FG007","M15",2.85823,2.33186,0,3.23034,2.78055,1.2749,9.33999,5.2208,1.05735,5.60669,0,0,0,0,1.81635,0,2.10592,4.67845,0,0,2.42667,0
"AC203401.3_FG004","M11",0,0,0,0,0,0,0,3.92602,0,0,5.5798,2.86207,0,0,0,0,0,5.19876,0,10.5391,0,0
"AC203535.4_FG002","M4",29.0751,74.5574,130.695,24.092,34.7741,52.7177,24.4471,19.4142,37.3373,30.4155,19.3795,31.1503,17.9171,20.25,45.1041,34.5462,27.2918,57.6673,559.904,316.548,61.8705,83.5019
"AC203535.4_FG006","M6",2.45618,0,0,3.81113,0.963048,1.40551,0,1.06117,0,1.56147,0,0,2.99805,3.89233,1.92197,0,0,0,0,0,12.2064,0
"AC203570.4_FG005","M15",0,4.96416,4.0332,4.25374,6.13308,13.3867,13.9542,51.4622,11.0768,2.06841,5.22902,7.88548,0.853453,6.53217,7.11729,0,23.7166,1.50668,0,0,18.8271,5.09946
"AC203685.3_FG013","M1",1.27749,4.15758,2.4662,0.387428,0.38206,1.0078,0,1.4223,2.30038,0,0,0.604152,1.15676,0.495996,1.48645,4.47949,6.321,9.20862,0,0,0,3.74887
"AC203742.3_FG012","M17",7.3323,7.37163,2.56128,9.01343,9.04746,4.69469,5.06048,4.33718,4.78562,4.32005,4.92059,1.00335,12.3579,3.47087,2.99093,0,0,0,0,0,0,0
"AC203753.4_FG006","M15",0,0,0.144271,0,0,0,3.91454,5.21186,2.82496,0,0,0,5.93273,2.89146,1.54748,1.9568,1.93883,2.22889,0,0,0.786118,0.185987
"AC203754.4_FG008","M12",9.7118,5.10435,3.56296,1.94505,1.09365,0.343965,13.1275,3.70849,3.99676,6.37547,0.986826,0.972851,32.6535,13.7555,13.3583,8.71754,16.0568,10.5378,0.658302,0,1.99344,0.916888
"AC203819.4_FG005","M3",0,0,0,0,0,0,0.768463,2.35644,0,1.81785,0,6.81795,0,0,0,0,0,0,0,0,0,8.32226
"AC203876.3_FG006","M6",0,0,1.55819,1.55873,7.15377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0702,0
"AC203887.3_FG005","M15",0,0,0,2.67569,0,3.45893,6.53217,7.69279,5.78836,10.7612,4.45822,3.3872,0,3.30186,3.22763,3.59699,2.12369,0,0,0,0,0
"AC203909.3_FG007","M18",0,0.610768,0,0,0,0,0,0,0,42.7644,57.016,70.1927,0,0,0,0,0,0,0,0,0,0
"AC203957.3_FG004","M3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.372
"AC203966.5_FG003","M6",3.274,3.24123,9.19053,1.53012,0,0,0,0,1.44328,0,0,0,0,1.77177,2.55211,13.2094,3.77635,0,0,0,15.4073,0
"AC203966.5_FG005","M3",0,0,1.80237,0,0,0,0,0,0,0,1.78913,0,0,0,0,0,0,0,0,35.1138,20.4808,156.76
"AC204007.3_FG008","M12",10.1309,8.08202,14.5014,0,0,0,9.47e-05,1.38663,9.01e-05,6.26803,0,0,18.9947,42.295,51.9338,0.197497,3.71057,0.0169911,0.000199768,0,0,0
"AC204050.4_FG006","M18",0,0.533921,3.03e-05,0,0,1.28863,0,0,0.501719,11.5603,11.1788,12.8433,0,2.36671,0.00133699,1.01767,0,0,0,4.37531,0,0
"AC204292.4_FG002","M9",1.93428,1.20601,1.25717,1.29356,1.7279,0.680671,1.85495,0.6374,0.0827206,0.707454,0,0.216114,3.23869,2.39595,1.70018,3.82031,2.52401,4.25887,0,0,0.609301,0.578472
"AC204300.3_FG003","M11",2.10121,1.3306,0.585971,3.52605,3.93532,1.38376,4.03269,0.839429,1.31749,1.0175,0.727547,0.680464,3.49264,3.98403,3.67985,7.72222,7.15921,8.43267,0,12.6831,0.631421,5.06012
"AC204300.3_FG009","M8",0,0,0,7.49727,3.67221,0,0,0,4.29813,0,0,0,0,0,0,25.9283,5.46622,19.3824,0,0,0,0
"AC204317.4_FG001","M12",0,15.1599,0,20.7655,47.8855,33.1551,18.8032,0,24.0165,20.1377,18.4252,9.98444,107.784,19.1466,68.7815,6.29e-07,0,30.8922,24.4512,0,3.7e-13,0
"AC204359.3_FG005","M5",8.41463,4.69e-05,0.87667,0.000165735,8.01091,0.00120765,5.10069,0.561068,7.25523,2.88646,3.76663,4.23159,3.31e-05,0.168332,2.13339,1.33035,1.51218,0.00783227,1.18056,0.0227292,23.1241,15.9308
"AC204428.4_FG004","M18",0,0,0,0,0,0,0,0,0,29.1251,10.9361,4.44847,0,0,0,0,0,0,0,0,0,0
"AC204472.3_FG002","M4",0,0.448456,0,1.24441,0,0,0.71236,0,0,0,0.627511,0,2.29149,2.92828,2.11405,1.43567,0.87886,3.0648,3.41024,0,0,3.10271
"AC204596.3_FG003","M4",0,3.25505,0,4.3995,2.58635,0,0,0,0,0,0,3.56234,0,0,0,0,11.7967,0,10.9808,0,0,0
"AC204689.3_FG003","M8",0,0,0,0,0,0,0,4.82397,0,0,0,0,0,0,0,12.1821,44.7415,0,0,17.5777,0,0
"AC204711.3_FG002","M6",0,0,0.367671,3.4611,0,0,0,0,2.61413,0,0,0,0,0,0,4.45882,12.7425,14.0866,2.25212,0,75.4637,0
"AC204763.2_FG001","M7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5413,5.22226,27.9444,0,0,7.83147,0
"AC204876.3_FG006","M18",0,0,0,0,0,0,0,0,0,23.2193,8.28073,17.1036,0,0,0,0,0,0,0,0,0,0
"AC204880.3_FG002","M3",0,1.06021,0.931555,2.40107,1.73654,1.63094,2.49328,6.80119,2.29234,1.07123,1.05733,0.657749,0,0,0.8282,0,0.544835,0,0.533599,0.317156,7.34084,21.1535
"AC204919.4_FG001","M15",0,1.79672,0,1.6114,1.50025,0,7.34696,19.4865,1.72323,6.55394,1.82914,0,4.81062,2.07431,0,0,0,0,0,0,0,0
"AC205008.4_FG001","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,9.49667,22.784,0,0,0,11.5244,0,0,0
"AC205057.3_FG003","M5",0,0,0,0,1.00582,1.41878,1.71305,1.20413,0,0,1.38643,0,0,0,0,0,0,6.62728,15.5303,5.91971,12.6421,13.5031
"AC205314.3_FG011","M4",0,0,2.15076,2.42645,0,2.59492,0,4.49539,0,0,0,2.76478,0,5.14535,0,4.57766,0,0,15.9355,3.60079,0,0
"AC205320.3_FG004","M9",0.000110172,14.6213,12.1641,0,2.42332,0.000548808,1.13834,6.14e-06,2.20646,6.04411,0.0276537,3.2939,0.13218,14.453,8.04117,0.720962,23.5977,1.238,0,4.07644,1.96412,0
"AC205339.3_FG003","M18",0,0,0,0,0,0,0,0,0,30.3567,0,11.1091,0,0,0,0,0,0,0,0,0,0
"AC205362.4_FG002","M15",0,0.640514,1.23957,0,2.05367,1.5646,83.7274,97.0203,94.0984,0,0,0,1.74821,1.41499,0,1.27254,2.91432,1.72478,2.52628,0,1.44643,13.9294
"AC205383.3_FG003","M15",0,0,0,0,3.278,0,25.6055,0,3.7684,0,0,0,0,0,0,8.97e-82,0,0,0,0,0,0
"AC205419.3_FG001","M4",24.0585,21.716,21.4005,15.7653,12.9859,10.7986,11.0991,10.8345,11.1724,4.15292,2.1338,2.81243,61.9031,32.4823,28.4375,16.2042,17.3778,23.1383,215.037,37.8846,60.1865,109.965
"AC205471.4_FG003","M3",0,0,0.708932,1.63279,0.916384,1.34041,2.12793,3.10489,1.46204,0,0,0,1.92951,3.23646,0,0.72509,0,0,1.50953,0.56718,0.901904,4.93624
"AC205471.4_FG007","M4",61.5146,65.0975,156.254,130.424,165.052,349.778,85.7974,108.016,201.21,7.56746,28.2097,40.7257,11.7758,9.60543,8.79355,34.577,4.99944,30.1188,5482.02,1465.91,177.44,526.622
"AC205500.3_FG003","M2",0,0,0,0,2.21909,0,10.3985,0,7.75464,0,0,0,9.02206,6.13308,4.39951,5.40402,6.82189,7.70199,0,0,0,0
"AC205534.3_FG002","M18",0,0,0,0,0,0,0,0,0,0,6.74105,18.5399,0,2.35855,0,0,0,0,0,0,0,0
"AC205574.3_FG006","M9",0.0272124,6.70957,2.01644,2.9557,5.45061,4.27312,0.952919,0.000143808,1.27362,0,0.710026,0.7363,6.6e-06,3.21349,6.55719,4.02314,3.23045,3.6052,0,0,0,0
"AC205664.3_FG001","M18",0,0,1.9705,0,0.99134,0,3.70964,7.73e-29,3.6121,2.48126,1.48069,16.9243,0,5.38889,0,0,1.8e-06,0,0,0,4.40007,0
"AC205703.4_FG001","M8",0,0,0,0,0,0,0,0,0.9396,0,0,0,0,0,0,14.0769,14.3081,8.49206,0,1.58558,0,0
"AC205729.3_FG003","M18",0,0,0,0,0,0,0,0,0,7.4174,16.0515,8.49038,0,0,0,0,0,0,0,0,0,0
"AC205840.4_FG006","M11",0,1.4864,0,1.36511,5.81375,1.54892,1.19138,0,8.48128,0,0,0,8.21708,1.57711,0,2.49219,0,0,0,6.23739,0,0
"AC205850.4_FG001","M18",0,0,0,0,1.4453,1.25302,0,0,0.547136,69.8854,26.6333,45.4207,0,0,0,0,0,1.41099,0,0.811052,0,1.3895
"AC205982.3_FG014","M4",0.0365337,4.33e-05,1.92708,3.68682,5.5688,9.38058,0.000155874,1.51859,1.06512,0.00344133,1.94117,6.6e-05,7.18e-06,1.6019,0.00191392,0.000250332,3.95917,10.1217,7.32866,1.89364,0.000445231,8.97349
"AC206060.3_FG002","M15",0,6.38771,2.84997,13.1447,2.4691,3.44033,41.0093,14.4064,5.74766,16.5439,3.20471,3.37988,0,17.1248,4.95241,0,0,0,0,0,0,0
"AC206187.3_FG002","M7",0,0,1.4163,4.05274,1.24814,0,1.9462,1.44532,0,0,0,0,0,0,7.51365,0,3.59772,8.50836,0,0,4.04163,0
"AC206217.2_FG009","M8",0,2.85743,12.2635,6.74563,8.75045,26.0176,12.3825,2.49036,4.91184,12.9856,3.21783,6.42547,0,23.0371,4.08934,67.3878,6.12623,19.2135,5.95845,0,0,6.96017
"AC206223.3_FG001","M3",0,0,0,0.197531,0,0,0,0,0.222721,1.09571,1.93198,0.816438,0,0.244356,0,7.4271,5.25679,5.05294,0,2.5468,4.3937,11.2531
"AC206247.3_FG011","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4601,0,0,0
"AC206262.3_FG004","M11",0,0,0,0,0,0,25.1078,18.5978,7.40093,0,0,0,0,0,0,0,0,0,0,59.7022,0,0
"AC206326.3_FG004","M18",0.889581,0.585611,0.893832,0.700195,2.52656,1.53035,3.38664,1.12686,1.88511,12.2487,7.22891,6.89775,3.07018,0.859624,0.302713,3.0555,0.8102,0,0.760495,0,0,2.91885
"AC206590.2_FG001","M18",2.02256,3.75687,4.89983,18.6303,13.3867,5.56175,14.1116,11.0212,11.6261,28.5324,24.7778,6.8167,5.35844,2.25907,1.97824,0,0,0,3.43726,1.24823,0,0
"AC206666.2_FG004","M3",0,0,0,0,0,0,2.5316,5.15211,7.4661,0,0,0.83956,8.31036,3.88549,9.77161,11.8049,3.04879,0,8.36385,29.5399,14.2825,55.3894
"AC206788.3_FG008","M8",0.00186826,1.08e-05,9.63e-07,0.000162583,1.99e-05,6.34332,1.91285,0.370851,7.92092,1.1e-06,5.04e-06,0,1.11943,4.6e-06,3.59e-06,37.8968,0.00101202,49.8525,0,0,0.00010521,0.00568952
"AC206788.3_FG015","M3",3.94422,2.03583,5.40793,5.8235,2.92462,7.47525,0.351611,0.796369,2.82483,0.28951,1.06382,0.803753,7.6004,2.93413,7.3937,0.459418,0.000225745,2.33e-06,1.66758,13.7656,11.3613,28.3811
"AC206837.3_FG001","M8",0,1.99599,0,5.15213,0,2.23467,1.0803,0,0,0,0,0,0,6.33176,3.05824,20.5598,0,14.5473,0,0,0,0
"AC206954.3_FG006","M9",0,3.03146,1.33978,4.43505,8.34e-05,9.99976,3.34e-05,4.93e-06,0.000133607,2.67451,3.81805,0.272025,0,3.73312,0.613881,3.70678,10.434,0,0,1.78754,0,0
"AC206979.3_FG001","M8",0,0,4.93344,0,0,1.55473,0,2.4346,3.67036,0,0,0,0,0,2.22505,5.59648,12.8992,0,0,0,0,0
"AC206989.4_FG002","M4",18.4659,18.1029,10.25,41.7653,30.4137,14.8815,33.8678,8.8964,15.7891,18.7382,11.9302,18.375,18.9699,13.2774,1.45265,10.2313,7.6099,12.6494,123.808,36.9441,82.7671,26.1124
"AC207024.3_FG002","M18",0,0,0,0,0,0,0,0,0,8.88543,4.5688,12.1103,0,0,0,0,0,0,4.29646,0,0,9.7e-06
"AC207043.3_FG002","M3",0,0,0,0,0,0,0.249976,0,0,0,0,0,0,1.38054,0.656984,0,0,0,0,2.80982,1.00187,25.3899
"AC207265.3_FG002","M3",0,0.702953,0.413279,0.86041,0.0978278,0.117744,0.187854,0.121421,0.224533,0.227431,0,0.437621,5.64087,3.90877,4.16844,14.7164,10.9128,8.84985,0.892037,2.43304,7.4352,26.6707
"AC207342.3_FG008","M3",0,0,0,0.676742,0.666022,0,0,0.750643,0.810645,0,1.70212,0.902985,0,0,0,0,0,0,0,27.2306,14.9455,75.1007
"AC207533.2_FG002","M6",0,7.56359,0,2.1504,10.052,0,2.98076,6.74291,0,0,0,0,6.8013,5.53603,8.01504,9.42573,16.9798,0,0,0,31.4089,6.54198
"AC207537.3_FG003","M15",0,0,0,0,3.07134,4.12849,5.10404,23.7275,4.54285,0,3.72885,3.87188,0,0,0,0,0,0,0,0,0,0
"AC207628.4_FG009","M4",0.925787,0.977449,0.910293,2.23574,3.08394,2.74408,0.155463,1.00786,0.451177,11.6617,5.99894,7.40542,0.458242,0.0681938,0.378895,0.827854,1.58686,1.06234,8.64936,2.76568,8.07351,0.998322
"AC207628.4_FG010","M13",0,1.00325,0,0.889931,0,0,0,0,0,0,0,0,2.73604,1.11327,8.10687,0,0,0,0,11.6343,11.4963,2.74567
"AC207628.4_FG011","M6",0.525495,0.647607,0,0.935054,0.849778,0.0949559,1.85004,0.936267,0.786887,0,0.254391,0,1.65389,2.67329,1.58639,2.80648,1.97255,4.81472,1.25309,1.26415,10.8017,1.83195
"AC207732.3_FG010","M3",0,0,0.626278,0.528751,2.18805,1.59167,2.91881,3.33438,0,2.82509,1.53015,0,1.60729,1.45455,4.38377,1.28322,0,0,0,1.13502,0,23.0478
"AC207738.3_FG009","M17",0,0,0,3.49981,5.32976,15.0382,0,0,5.83925,5.92202,0,0,0,0,5.2915,0,0,0,0,0,0,0
"AC207771.3_FG006","M6",0,0,1.85015,0,1.59515,0,6.68261,0,0,0,0,0,0,0,0,0,0,5.01311,0,0,10.6005,0
"AC208015.3_FG005","M11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6056,0,0
"AC208077.3_FG004","M4",4.9605,9.77585,15.3791,9.02405,16.7079,12.2299,1.32334,0,0,7.21772,2.06999,4.17469,0,5.14133,2.57659,3.68289,8.61093,0,45.6393,4.40467,11.3736,25.6222
"AC208110.2_FG006","M2",0,0.580614,0.338819,0.036918,0.143801,0.08974,0.693857,0.396627,0.167194,0.225072,0,0,7.00912,6.10217,4.51109,12.712,15.9428,11.6792,0.0852361,0,1.2296,0
