plant	genotype	day	volume.fluo.iap	side.area (px)	top.area (px)	side.height (px)
1121KN299	MorexDH	14.542699	119450.6704	4084.285714	5976	228
1121KN300	MorexDH	14.543514	74305.52759	3262.571429	4240	191.2857143
1121KN307	BarkeDH	14.549301	137641.1518	4291.571429	7209	188.2857143
1121KN308	BarkeDH	14.55012	57901.95586	3096	3017	213.5714286
1121KN309	BarkeDH	14.550935	69088.37019	3489	3254	214.2857143
1121KN310	BarkeDH	14.551752	106219.2907	4671.428571	4796	253.5714286
1121KN311	BarkeDH	14.552572	103846.5763	3812	5498	216.1428571
1121KN312	BarkeDH	14.553387	102482.4489	4244.571429	4277	225.1428571
1121KN053	Perun	14.554205	128218.213	4907.285714	5977	239.7142857
1121KN054	Perun	14.555022	95811.23653	4409.714286	4143	222.1428571
1121KN064	Sissy	14.563246	138350.8115	4716.714286	8100	160.7142857
1121KN065	Sissy	14.564072	177200.6564	5732.142857	8416	213.2857143
1121KN066	Sissy	14.564964	98416.15015	4548.857143	5656	244.7142857
1121KN067	Sissy	14.565887	163167.1997	4946.142857	10055	186.8571429
1121KN068	Sissy	14.566722	98272.23296	4490.714286	5472	245.4285714
1121KN069	Sissy	14.56754	136964.6052	4577	8775	165.7142857
1121KN070	Sissy	14.568356	117483.7658	4544.857143	7233	202.4285714
1121KN071	Sissy	14.569174	100299.3943	4150	7204	190.2857143
1121KN072	Sissy	14.569989	154594.3667	4974.142857	8467	175.1428571
1121KN082	Trumpf	14.581079	91132.51598	4908.857143	2949	268.7142857
1121KN083	Trumpf	14.581891	105495.9934	4758.285714	4305	250.1428571
1121KN084	Trumpf	14.58271	115854.8554	5179.571429	4239	236.5714286
1121KN085	Trumpf	14.583526	92713.1455	4192.571429	4906	257
1121KN086	Trumpf	14.584343	91186.67202	4578.857143	4044	269.7142857
1121KN087	Trumpf	14.585162	101799.4831	4065.571429	5474	194.5714286
1121KN088	Trumpf	14.585978	128572.8103	4815.571429	5546	176.2857143
1121KN089	Trumpf	14.586795	89708.28831	4359.571429	4082	243.8571429
1121KN090	Trumpf	14.587609	128625.1677	4745.714286	6628	211.8571429
1121KN100	Franken	14.595769	110114.6639	3538.428571	5746	214.7142857
1121KN101	Franken	14.596587	95647.60291	4244.857143	3970	272.2857143
1121KN102	Franken	14.597411	58431.01118	3156.142857	3778	195.5714286
1121KN103	Franken	14.598275	139366.9481	4578.857143	5745	199.7142857
1121KN104	Franken	14.599091	81799.78245	3733.857143	3516	252
1121KN262	Victoriana	14.60076	85147.88631	4225	3614	257.7142857
1121KN263	Victoriana	14.601634	114066.4962	4398.142857	5618	254.5714286
1121KN264	Victoriana	14.602452	89642.71429	3990.428571	3446	253.1428571
1121KN265	Victoriana	14.603287	94299.81121	4497.142857	4604	231.5714286
1121KN266	Victoriana	14.604193	63457.44473	3136.428571	3452	211.8571429
1121KN267	Victoriana	14.605072	72165.62563	3599.714286	4015	267.1428571
1121KN268	Victoriana	14.605889	64756.25417	3871.571429	3268	249.2857143
1121KN269	Victoriana	14.606705	77819.78872	4221.714286	3343	253.8571429
1121KN270	Victoriana	14.607602	91431.02921	4805	2591	287.1428571
1121KN280	Wiebke	14.615779	116199.7603	4418.285714	4458	294.5714286
1121KN281	Wiebke	14.616593	111205.2443	4466.714286	4473	272.4285714
1121KN282	Wiebke	14.617409	107051.7451	4133	3929	273.7142857
1121KN283	Wiebke	14.618223	113130.2259	4386	4420	279.2857143
1121KN284	Wiebke	14.619039	130620.4262	4440.857143	6481	262.5714286
1121KN285	Wiebke	14.619857	117754.5947	4769.285714	3621	303.4285714
1121KN286	Wiebke	14.620676	129015.9973	5157.142857	4747	244.5714286
1121KN010	Apex	15.344371	95739.86507	4434.285714	5189	260.2857143
1121KN011	Apex	15.345196	160540.4975	5604.714286	6486	248
1121KN012	Apex	15.34602	92444.20352	4504	4027	204.8571429
1121KN013	Apex	15.346844	123559.4309	4872.571429	6599	208.1428571
1121KN014	Apex	15.347668	71049.34223	3680.857143	4140	206.2857143
1121KN015	Apex	15.34849	140415.0912	5231.857143	7309	209.4285714
1121KN016	Apex	15.34931	136540.7032	5346.714286	5706	234.2857143
1121KN017	Apex	15.350143	124534.1	5188.714286	5636	229.2857143
1121KN018	Apex	15.350967	95004.65725	3823.714286	5601	170.4285714
1121KN028	Isaria	15.359196	105891.5634	5184	3710	260.1428571
1121KN029	Isaria	15.360019	85747.21608	5062	3234	266
1121KN030	Isaria	15.360838	75778.3801	4520.857143	3057	239.4285714
1121KN031	Isaria	15.361661	104251.5995	5199.142857	4064	270.5714286
1121KN032	Isaria	15.362481	122517.5031	4856.142857	5983	225.1428571
1121KN033	Isaria	15.363302	85982.53087	4421.285714	3642	200.8571429
1121KN034	Isaria	15.364124	132011.8539	5126.428571	5354	227.7142857
1121KN035	Isaria	15.364947	126412.6175	5434.428571	4518	238
1121KN036	Isaria	15.365768	113670.8879	5251.428571	4258	236
1121KN046	Perun	15.373223	141249.4812	5571.428571	5814	260.4285714
1121KN049	Perun	15.374041	97675.5682	5438	2948	235.5714286
1121KN047	Perun	15.374863	157423.0326	5469.571429	5542	264.1428571
1121KN048	Perun	15.376499	84194.33173	5555.285714	2052	278.1428571
1121KN050	Perun	15.377318	126787.6837	5083	5849	258.5714286
1121KN051	Perun	15.378137	91535.59508	4828.142857	3823	213.2857143
1121KN052	Perun	15.378957	89951.04072	4728.857143	2798	222.4285714
1121KN157	BarkeCS	15.384747	109715.6604	3848.285714	4713	226.1428571
1121KN158	BarkeCS	15.385465	97889.41881	4250.428571	3416	227.7142857
1121KN159	BarkeCS	15.386158	104309.9408	4310.714286	4206	250.5714286
1121KN160	BarkeCS	15.387064	94937.32408	4217.714286	3846	211
1121KN161	BarkeCS	15.387883	87255.95055	4096.714286	3245	249
1121KN162	BarkeCS	15.388708	100399.5815	3853.142857	4795	193.4285714
1121KN172	Beatrix	15.396996	107519.4814	4366	5406	237.5714286
1121KN173	Beatrix	15.397818	109552.1964	4710	4414	229.8571429
1121KN174	Beatrix	15.398634	92079.60382	4594	3499	289.7142857
1121KN175	Beatrix	15.399452	115037.0202	4929.285714	3856	276.8571429
1121KN176	Beatrix	15.400266	114641.5473	4584.571429	5342	257.8571429
1121KN177	Beatrix	15.401085	40849.94096	3590.142857	1171	273.2857143
1121KN178	Beatrix	15.401905	114236.5032	5100	4317	254
1121KN179	Beatrix	15.402721	114351.7469	4770.714286	5034	255.1428571
1121KN180	Beatrix	15.403539	85145.76277	4605.571429	2654	268.7142857
1121KN190	Djamilia	15.411738	72631.20809	4781	2083	260.8571429
1121KN191	Djamilia	15.412556	99122.14286	4062.142857	5362	245.5714286
1121KN192	Djamilia	15.413373	94830.35576	4808.428571	3143	258.5714286
1121KN193	Djamilia	15.414191	120379.8919	5623.714286	4219	251.1428571
1121KN194	Djamilia	15.415012	112489.4185	5294	4067	239.1428571
1121KN195	Djamilia	15.415865	102762.8485	5255	2861	293.1428571
1121KN196	Djamilia	15.416747	109034.678	5018.285714	4192	261.2857143
1121KN197	Djamilia	15.417805	103311.9745	4379.714286	5879	228.2857143
1121KN198	Djamilia	15.418888	103477.5128	4201.142857	5235	239.7142857
1121KN208	Eunova	15.428443	59914.84972	4311.285714	3205	243.7142857
1121KN209	Eunova	15.436219	159353.8895	5475.428571	6592	264
1121KN210	Eunova	15.436932	128822.4989	5528.285714	4469	262.8571429
1121KN211	Eunova	15.437624	167663.3392	5915	5841	294.2857143
1121KN212	Eunova	15.438439	38065.01604	3458.714286	1734	205
1121KN213	Eunova	15.439256	107841.4402	4798.714286	4942	231.7142857
1121KN214	Eunova	15.440073	104562.7685	4857.857143	4623	251.8571429
1121KN215	Eunova	15.440891	119735.8657	5527.714286	4099	269.8571429
1121KN216	Eunova	15.44171	180886.7072	5834.857143	6897	276
1121KN226	Streif	15.450111	129328.9287	5172	5663	273.7142857
1121KN227	Streif	15.450933	143613.734	5481.857143	6337	282
1121KN228	Streif	15.451749	167754.4067	5728.857143	7094	256.4285714
1121KN229	Streif	15.452569	156333.2898	5696.857143	5986	269.5714286
1121KN230	Streif	15.453399	129251.727	5110.571429	5436	257.1428571
1121KN231	Streif	15.454216	152268.3926	5714.285714	5441	267.4285714
1121KN232	Streif	15.455035	161295.1339	5452.714286	5834	256.7142857
1121KN233	Streif	15.455855	125079.6842	5175.142857	4970	231.1428571
1121KN234	Streif	15.456671	145657.4106	5408.142857	6679	243
1121KN244	Ursa	15.464841	140956.3721	6090.714286	4360	270.1428571
1121KN245	Ursa	15.465657	144421.3358	5758.428571	4824	241.8571429
1121KN246	Ursa	15.466478	126800.7291	6070.428571	4847	286.4285714
1121KN247	Ursa	15.467297	167039.8579	5497.142857	8410	207.5714286
1121KN248	Ursa	15.468117	134247.378	5177.857143	6111	255
1121KN249	Ursa	15.468937	114958.2847	5089.571429	4866	210.1428571
1121KN250	Ursa	15.469754	179461.8203	5720.142857	7136	225.1428571
1121KN251	Ursa	15.470571	85142.03848	3961	3984	233.4285714
1121KN252	Ursa	15.47139	58436.88981	4285.571429	1905	262
1121KN105	Franken	15.483874	160712.8093	5259.571429	8744	186.8571429
1121KN106	Franken	15.484583	133404.0136	5001.428571	5640	241.1428571
1121KN107	Franken	15.485272	76736.03336	4285	2962	297.4285714
1121KN108	Franken	15.486091	177827.6922	5156.714286	9480	168.5714286
1121KN118	Intensiv	15.494402	170316.2541	5563.285714	7253	254.2857143
1121KN119	Intensiv	15.49522	111437.1397	4465.714286	5775	194
1121KN120	Intensiv	15.496038	NA	NA	NA	NA
1121KN121	Intensiv	15.496854	129560.2764	5058.571429	6258	238.5714286
1121KN122	Intensiv	15.497694	117162.0149	4527.285714	6695	201.4285714
1121KN123	Intensiv	15.498573	117234.9945	4627.428571	7333	188.4285714
1121KN124	Intensiv	15.499393	133002.4085	4521.714286	7093	183
1121KN125	Intensiv	15.500209	119620.4028	4607	5732	233
1121KN126	Intensiv	15.501026	147156.4342	4757.142857	8267	220.4285714
1121KN136	Bavaria	15.509194	101402.11	4410.714286	5162	181.2857143
1121KN137	Bavaria	15.510011	12472.15315	1747.571429	1173	141.4285714
1121KN138	Bavaria	15.51083	70486.02631	4311	3131	264.8571429
1121KN139	Bavaria	15.511646	87124.46587	4043.285714	5127	195.5714286
1121KN140	Bavaria	15.512462	100530.5407	4505.428571	5126	223.7142857
1121KN141	Bavaria	15.513313	133537.8829	5245.571429	6667	238
1121KN142	Bavaria	15.514136	75978.00727	4167.571429	4708	246
1121KN143	Bavaria	15.515009	83068.21947	4558.285714	3707	208.7142857
1121KN144	Bavaria	15.515883	120943.7729	4928	5449	245.5714286
1121KN154	BarkeCS	15.524288	114752.2104	4268.142857	5334	218.5714286
1121KN155	BarkeCS	15.525131	74391.38902	3631.571429	3150	225.7142857
1121KN156	BarkeCS	15.525947	134829.3047	4926.714286	5640	234.8571429
1121KN053	Perun	15.533636	148437.6915	5788.285714	5771	249.2857143
1121KN054	Perun	15.534352	139543.4961	5271	5732	262.2857143
1121KN064	Sissy	15.5424	151141.6068	5742.428571	7550	253
1121KN065	Sissy	15.543219	256605.9723	6898.714286	10701	228.7142857
1121KN066	Sissy	15.544038	122201.4638	5305.714286	5221	273.2857143
1121KN067	Sissy	15.544863	249704.0629	6177	13200	206.7142857
1121KN068	Sissy	15.545682	136273.9994	5307.571429	7262	248
1121KN069	Sissy	15.546637	178414.7626	5540.428571	9147	252.2857143
1121KN070	Sissy	15.547611	152103.0489	5323.571429	7085	259.5714286
1121KN071	Sissy	15.548636	131563.6057	4730.428571	8195	221
1121KN072	Sissy	15.549518	199811.2432	5703.285714	9989	180.7142857
1121KN082	Trumpf	15.557946	150835.9698	5907.285714	4898	322.5714286
1121KN083	Trumpf	15.558763	156181.9343	5940.571429	5832	298.2857143
1121KN084	Trumpf	15.559581	134704.3777	5837.428571	3887	276
1121KN085	Trumpf	15.560397	120834.7679	4739.285714	6047	265.1428571
1121KN086	Trumpf	15.561213	144690.9444	4922.571429	7546	205
1121KN087	Trumpf	15.562032	116568.7023	5170.571429	5141	249
1121KN088	Trumpf	15.562867	163816.8188	6097.857143	5483	238.2857143
1121KN089	Trumpf	15.563684	113086.2098	5161.285714	5195	241.8571429
1121KN090	Trumpf	15.564566	173287.5512	5946.857143	6991	267
1121KN100	Franken	15.572937	122082.962	4526.142857	5738	276.4285714
1121KN101	Franken	15.573754	128253.7071	4662.857143	5733	276.7142857
1121KN102	Franken	15.57461	91428.27494	4291.857143	5117	212.8571429
1121KN103	Franken	15.57548	174592.4844	5373.714286	6323	225.1428571
1121KN104	Franken	15.576338	131161.0081	4679.571429	7106	242.8571429
1121KN262	Victoriana	15.580873	118309.9186	5123.857143	4151	264.5714286
1121KN263	Victoriana	15.581564	126356.0934	5016.857143	5171	265.2857143
1121KN264	Victoriana	15.582381	119938.4802	4461.857143	6087	254
1121KN265	Victoriana	15.583199	110452.105	5361.428571	3364	252.7142857
1121KN266	Victoriana	15.584016	105942.8571	4249.714286	4906	236.1428571
1121KN267	Victoriana	15.58483	95399.54418	4383.428571	4836	251.5714286
1121KN268	Victoriana	15.585647	83587.66107	4736.428571	3128	247.2857143
1121KN269	Victoriana	15.586465	123958.8493	4895.571429	5333	270.7142857
1121KN270	Victoriana	15.587284	122413.2025	5501.571429	4062	252.4285714
1121KN280	Wiebke	15.595564	163630.887	5604.571429	6203	334.1428571
1121KN281	Wiebke	15.596384	142899.524	5820.571429	4114	345.5714286
1121KN282	Wiebke	15.597202	170087.3292	5546	5717	304.7142857
1121KN283	Wiebke	15.598073	144802.7073	4897.571429	6237	263.2857143
1121KN284	Wiebke	15.59889	141410.5836	5410.428571	5947	262.5714286
1121KN285	Wiebke	15.599706	199376.1991	5595.428571	8406	254.2857143
1121KN286	Wiebke	15.600551	189560.0175	5706.285714	8562	243
1121KN287	Wiebke	15.601419	89652.27599	4648.285714	3232	331
1121KN288	Wiebke	15.602292	105328.0712	4769.857143	3460	298.2857143
1121KN295	MorexDH	15.608036	151593.4449	5089	6022	288.4285714
1121KN296	MorexDH	15.608853	175678.2886	5335.428571	8546	295
1121KN297	MorexDH	15.609675	174195.4368	5113.285714	8140	234.5714286
1121KN298	MorexDH	15.61049	188711.8511	5890.428571	8312	237.2857143
1121KN299	MorexDH	15.611306	156636.0639	5309	6486	259.4285714
1121KN300	MorexDH	15.612122	118008.1202	4304.857143	5838	232
1121KN307	BarkeDH	15.617843	162314.2782	4997.857143	7333	191.5714286
1121KN308	BarkeDH	15.618676	101955.1857	4310.857143	4708	216.4285714
1121KN309	BarkeDH	15.619492	79314.27519	4442.857143	3428	253.2857143
1121KN310	BarkeDH	15.620317	166108.0028	5726.571429	6832	234.5714286
1121KN311	BarkeDH	15.621134	143949.0213	5343.571429	5892	258.4285714
1121KN312	BarkeDH	15.622064	127265.3519	5154.428571	5728	280.1428571
1121KN028	Isaria	16.337933	121774.5841	5707.428571	4020	280.7142857
1121KN029	Isaria	16.338634	101980.3954	5480.714286	3431	282.7142857
1121KN030	Isaria	16.339458	99883.05257	4797.857143	4260	265.1428571
1121KN031	Isaria	16.340284	138035.0834	5898.714286	4636	301.1428571
1121KN032	Isaria	16.341109	136581.167	5889.142857	4924	277.7142857
1121KN033	Isaria	16.341933	101945.3766	5108.857143	3865	261.5714286
1121KN034	Isaria	16.342758	139509.8674	5868.285714	4719	268.8571429
1121KN035	Isaria	16.343584	152454.011	6080.857143	5211	303.4285714
1121KN036	Isaria	16.344408	139968.1195	5888.571429	4955	267.2857143
1121KN046	Perun	16.351832	195994.1437	6223.857143	7351	278.7142857
1121KN049	Perun	16.352654	152656.6833	6266.142857	4640	292.4285714
1121KN047	Perun	16.353477	179381.7229	6128	5689	314.8571429
1121KN048	Perun	16.355123	147647.8598	6152.285714	4922	299.4285714
1121KN050	Perun	16.355945	163730.1872	5884.857143	6268	254.4285714
1121KN051	Perun	16.356767	141105.025	5534.142857	5543	254.1428571
1121KN052	Perun	16.357592	142061.993	5368.571429	4913	266.8571429
1121KN157	BarkeCS	16.358414	141468.966	4891.428571	6671	240.4285714
1121KN158	BarkeCS	16.359234	118468.5577	4876.857143	3886	233.4285714
1121KN159	BarkeCS	16.360066	130421.2814	4824.428571	5374	250
1121KN160	BarkeCS	16.360887	122084.1147	4712.714286	4922	223
1121KN161	BarkeCS	16.361791	107138.3093	4762.714286	4013	259.1428571
1121KN162	BarkeCS	16.362778	111566.2644	4816.857143	3776	209
1121KN172	Beatrix	16.372159	156768.1346	5432.571429	7079	229.1428571
1121KN173	Beatrix	16.372985	141507.3592	5677.142857	4436	289.7142857
1121KN174	Beatrix	16.37381	169225.6245	5433.285714	7496	277.7142857
1121KN175	Beatrix	16.374639	153838.6282	5971.571429	5544	295.5714286
1121KN176	Beatrix	16.375457	121068.4145	5211.285714	4713	259.2857143
1121KN177	Beatrix	16.376275	75630.38943	4628.714286	2014	270.8571429
1121KN178	Beatrix	16.377094	135951.9278	5836	4275	280.2857143
1121KN179	Beatrix	16.377915	158802.5426	5786.714286	6021	236.1428571
1121KN180	Beatrix	16.378736	125673.8474	5074.571429	4863	231.2857143
1121KN190	Djamilia	16.391714	138023.0668	5652	4622	286.5714286
1121KN191	Djamilia	16.392535	122740.2947	4751.857143	4954	238.5714286
1121KN192	Djamilia	16.393429	140750.1592	5402.285714	5572	269.1428571
1121KN193	Djamilia	16.394288	175160.8342	6028.714286	7042	267.1428571
1121KN194	Djamilia	16.395104	148480.8318	5864.285714	5609	288.2857143
1121KN195	Djamilia	16.39592	125326.1151	6114.857143	3315	290
1121KN196	Djamilia	16.396736	159910.0785	5849.142857	5874	282.5714286
1121KN197	Djamilia	16.39755	112746.2807	4620.142857	5556	236.2857143
1121KN198	Djamilia	16.398366	111065.7413	5051.571429	4307	252.1428571
1121KN208	Eunova	16.406537	92543.54621	5052.142857	4885	248.7142857
1121KN010	Apex	16.414963	158821.6306	5326.714286	7748	225.8571429
1121KN011	Apex	16.415782	229953.9794	6830.428571	9090	298.5714286
1121KN012	Apex	16.416603	149506.1377	5620	5597	270.8571429
1121KN013	Apex	16.417421	172459.3379	5732	8188	223.8571429
1121KN014	Apex	16.418238	117884.6551	4858.857143	6020	238.8571429
1121KN015	Apex	16.419055	166508.4065	5623.428571	9569	227.4285714
1121KN016	Apex	16.419874	203736.74	6075.714286	8759	232.8571429
1121KN017	Apex	16.420693	170717.2552	6014.428571	6580	272.2857143
1121KN018	Apex	16.421512	128252.6447	4712.428571	6292	206
1121KN244	Ursa	16.443307	217501.3079	6277.285714	8592	272
1121KN245	Ursa	16.444123	213462.4634	6612.571429	6316	284.4285714
1121KN246	Ursa	16.44497	135843.3542	6195.714286	4565	295.7142857
1121KN247	Ursa	16.445787	193849.3144	5604.857143	9128	242.4285714
1121KN248	Ursa	16.446603	199721.3783	6062.857143	7953	257.1428571
1121KN249	Ursa	16.44742	135651.7685	5585.142857	5640	235.7142857
1121KN250	Ursa	16.448237	194415.1706	6304.142857	6359	280
1121KN251	Ursa	16.449056	101697.4121	4677.857143	3643	255.1428571
1121KN252	Ursa	16.449875	118374.4919	5040.571429	4940	240.1428571
1121KN053	Perun	16.457235	188830.9744	6537.714286	7093	292
1121KN054	Perun	16.458052	163364.907	5899.714286	6127	321
1121KN064	Sissy	16.466503	196880.8165	6529.714286	8100	317.8571429
1121KN065	Sissy	16.467355	323292.9149	7579	13115	216.8571429
1121KN066	Sissy	16.468234	174779.9012	6314.571429	6804	332
1121KN067	Sissy	16.469054	307363.6859	6973.857143	16419	178.7142857
1121KN068	Sissy	16.469873	189853.2225	5827.285714	9335	270.2857143
1121KN069	Sissy	16.470687	231190.8893	6278.142857	11683	258.8571429
1121KN070	Sissy	16.471505	209026.155	5675.428571	10848	241
1121KN071	Sissy	16.47232	185041.34	5738.428571	9587	264.4285714
1121KN072	Sissy	16.473136	241567.9404	6533.428571	11945	192.4285714
1121KN136	Bavaria	16.487728	129120.1026	5220.142857	5663	239.8571429
1121KN137	Bavaria	16.488547	16245.50676	2272.714286	1767	153.7142857
1121KN138	Bavaria	16.489362	93354.3068	4983.714286	3785	282.8571429
1121KN139	Bavaria	16.49018	125384.5609	5190	6060	269.2857143
1121KN140	Bavaria	16.491223	109175.3201	5404.714286	3758	303.4285714
1121KN141	Bavaria	16.492214	193289.7736	6233.571429	9225	221
1121KN142	Bavaria	16.493247	109003.1207	5176.142857	5650	264.2857143
1121KN143	Bavaria	16.494281	106714.59	5308.714286	4302	264
1121KN144	Bavaria	16.495486	148641.9116	5387.571429	6520	308.1428571
1121KN154	BarkeCS	16.504173	141590.1824	5113.857143	6359	229.7142857
1121KN155	BarkeCS	16.505064	87605.04314	4535.857143	2694	253.4285714
1121KN156	BarkeCS	16.505941	156871.7727	4930.428571	7292	233.1428571
1121KN262	Victoriana	16.507591	129362.315	5616.142857	4016	285.7142857
1121KN263	Victoriana	16.508406	136982.199	5761.142857	4770	281.8571429
1121KN264	Victoriana	16.509221	114361.0704	5425.142857	3425	292.1428571
1121KN265	Victoriana	16.510035	153715.4302	5713.142857	5149	290.2857143
1121KN266	Victoriana	16.510851	96892.26049	4508	3699	269.8571429
1121KN267	Victoriana	16.511733	109542.3478	5197	4581	292.8571429
1121KN268	Victoriana	16.512563	102695.9087	5143.571429	3374	256.5714286
1121KN269	Victoriana	16.513381	122252.0483	5400	4601	266.7142857
1121KN270	Victoriana	16.51428	159771.1258	6134.857143	4752	292
1121KN280	Wiebke	16.522742	183482.3442	6227.285714	6815	268.8571429
1121KN281	Wiebke	16.523562	186204.0745	6220	7172	274.2857143
1121KN282	Wiebke	16.52438	204791.6204	5345.857143	9093	243
1121KN283	Wiebke	16.525218	182729.2085	5961.571429	7149	314.1428571
1121KN284	Wiebke	16.526036	159064.0788	6235.857143	5774	273
1121KN285	Wiebke	16.526856	206053.3093	6471.142857	7051	288.8571429
1121KN286	Wiebke	16.527672	259437.5809	6172.428571	11376	226
1121KN082	Trumpf	16.537569	200154.0124	6544.428571	7521	367.4285714
1121KN083	Trumpf	16.538389	182989.2393	6684.571429	6185	365.4285714
1121KN084	Trumpf	16.539208	174164.6463	6824.428571	4657	365
1121KN085	Trumpf	16.540057	140158.6682	5620.285714	6389	255.5714286
1121KN086	Trumpf	16.54088	144428.7438	5865.285714	6056	288.8571429
1121KN087	Trumpf	16.541708	170457.6423	5828.285714	7362	263.1428571
1121KN088	Trumpf	16.542581	229921.1568	7007.142857	7756	301.2857143
1121KN089	Trumpf	16.543422	149901.9645	6127	6149	289.5714286
1121KN090	Trumpf	16.544242	229409.1798	6586.142857	9635	278.2857143
1121KN100	Franken	16.552561	148086.4393	5517.428571	6447	305.1428571
1121KN101	Franken	16.553378	136815.3607	5466.714286	6309	309.8571429
1121KN102	Franken	16.554194	111309.6355	4523.142857	7163	217.1428571
1121KN103	Franken	16.555009	214016.9152	5253.857143	10370	217.8571429
1121KN104	Franken	16.555825	139753.0214	5225.428571	6011	283.1428571
1121KN209	Eunova	16.556641	201664.6799	6001.571429	8237	265
